N,PreN,PreNLength,NumGames,PctScore,DrawPct
7,1.e4 c5 2.Nf3 Nc6 3.d4 cxd4 4.Nxd4 g6 5.Nc3 Bg7 6.Be3 Nf6,57,3633,0.517065,0.379025
8,1.e4 c5 2.Nf3 Nc6 3.d4 cxd4 4.Nxd4 g6 5.Nc3 Bg7 6.Be3 Nf6 7.Bc4 0-0,67,1969,0.533519,0.387506
5,1.e4 c5 2.Nf3 Nc6 3.d4 cxd4 4.Nxd4 Nf6,38,31000,0.533225,0.39587
6,1.e4 c5 2.Nf3 Nc6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 d6,47,12742,0.524328,0.359912
7,1.e4 c5 2.Nf3 Nc6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 d6 6.Bc4 e6,56,1219,0.520508,0.309269
7,1.e4 c5 2.Nf3 Nc6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 d6 6.Bc4 Qb6,57,1020,0.50196,0.349019
7,1.e4 c5 2.Nf3 Nc6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 d6 6.Bg5 e6,56,5465,0.537602,0.350594
8,1.e4 c5 2.Nf3 Nc6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 d6 6.Bg5 e6 7.Qd2 a6,65,3511,0.538023,0.337225
9,1.e4 c5 2.Nf3 Nc6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 d6 6.Bg5 e6 7.Qd2 a6 8.0-0-0 Bd7,77,1914,0.535005,0.315569
9,1.e4 c5 2.Nf3 Nc6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 d6 6.Bg5 e6 7.Qd2 a6 8.0-0-0 h6,76,1153,0.551604,0.359063
8,1.e4 c5 2.Nf3 Nc6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 d6 6.Bg5 e6 7.Qd2 Be7,66,1297,0.540092,0.39707
6,1.e4 c5 2.Nf3 Nc6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 e5,47,15592,0.539154,0.424127
7,1.e4 c5 2.Nf3 Nc6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 e5 6.Ndb5 d6,57,14909,0.540344,0.425783
8,1.e4 c5 2.Nf3 Nc6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 e5 6.Ndb5 d6 7.Bg5 a6,66,12358,0.54228,0.447402
9,1.e4 c5 2.Nf3 Nc6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 e5 6.Ndb5 d6 7.Bg5 a6 8.Na3 b5,75,11328,0.542284,0.457627
10,1.e4 c5 2.Nf3 Nc6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 e5 6.Ndb5 d6 7.Bg5 a6 8.Na3 b5 9.Bxf6 gxf6,87,4427,0.552066,0.382651
11,1.e4 c5 2.Nf3 Nc6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 e5 6.Ndb5 d6 7.Bg5 a6 8.Na3 b5 9.Bxf6 gxf6 10.Nd5 Bg7,98,1711,0.550263,0.36879
11,1.e4 c5 2.Nf3 Nc6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 e5 6.Ndb5 d6 7.Bg5 a6 8.Na3 b5 9.Bxf6 gxf6 10.Nd5 f5,97,2666,0.552513,0.389347
12,1.e4 c5 2.Nf3 Nc6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 e5 6.Ndb5 d6 7.Bg5 a6 8.Na3 b5 9.Bxf6 gxf6 10.Nd5 f5 11.Bd3 Be6,108,1207,0.565037,0.396023
10,1.e4 c5 2.Nf3 Nc6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 e5 6.Ndb5 d6 7.Bg5 a6 8.Na3 b5 9.Nd5 Be7,85,5665,0.539011,0.441129
11,1.e4 c5 2.Nf3 Nc6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 e5 6.Ndb5 d6 7.Bg5 a6 8.Na3 b5 9.Nd5 Be7 10.Bxf6 Bxf6,98,5270,0.541271,0.439278
12,1.e4 c5 2.Nf3 Nc6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 e5 6.Ndb5 d6 7.Bg5 a6 8.Na3 b5 9.Nd5 Be7 10.Bxf6 Bxf6 11.c3 0-0,108,1462,0.545143,0.4487
12,1.e4 c5 2.Nf3 Nc6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 e5 6.Ndb5 d6 7.Bg5 a6 8.Na3 b5 9.Nd5 Be7 10.Bxf6 Bxf6 11.c3 Bg5,108,1062,0.518832,0.485875
12,1.e4 c5 2.Nf3 Nc6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 e5 6.Ndb5 d6 7.Bg5 a6 8.Na3 b5 9.Nd5 Be7 10.Bxf6 Bxf6 11.c4 b4,107,1420,0.564436,0.396478
10,1.e4 c5 2.Nf3 Nc6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 e5 6.Ndb5 d6 7.Bg5 a6 8.Na3 b5 9.Nd5 Qa5+,86,1066,0.522983,0.841463
11,1.e4 c5 2.Nf3 Nc6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 e5 6.Ndb5 d6 7.Bg5 a6 8.Na3 b5 9.Nd5 Qa5+ 10.Bd2 Qd8,97,1052,0.522338,0.843155
8,1.e4 c5 2.Nf3 Nc6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 e5 6.Ndb5 d6 7.Nd5 Nxd5,68,1857,0.533656,0.311254
9,1.e4 c5 2.Nf3 Nc6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 e5 6.Ndb5 d6 7.Nd5 Nxd5 8.exd5 Nb8,79,1352,0.525147,0.307692
6,1.e4 c5 2.Nf3 Nc6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 e6,47,1735,0.542074,0.439769
5,1.e4 c5 2.Nf3 Nc6 3.d4 cxd4 4.Nxd4 Qb6,38,3043,0.506408,0.324022
6,1.e4 c5 2.Nf3 Nc6 3.d4 cxd4 4.Nxd4 Qb6 5.Nb3 Nf6,48,2686,0.510796,0.319434
7,1.e4 c5 2.Nf3 Nc6 3.d4 cxd4 4.Nxd4 Qb6 5.Nb3 Nf6 6.Nc3 e6,57,2484,0.514291,0.317632
5,1.e4 c5 2.Nf3 Nc6 3.d4 cxd4 4.Nxd4 Qc7,38,2808,0.520655,0.410256
6,1.e4 c5 2.Nf3 Nc6 3.d4 cxd4 4.Nxd4 Qc7 5.Nc3 e6,47,2325,0.52387,0.413763
5,1.e4 c5 2.Nf3 Nc6 3.Nc3 d6 4.d4 cxd4,36,1434,0.55509,0.364016
6,1.e4 c5 2.Nf3 Nc6 3.Nc3 d6 4.d4 cxd4 5.Nxd4 Nf6,47,1204,0.550664,0.365448
5,1.e4 c5 2.Nf3 Nc6 3.Nc3 e5 4.Bc4 Be7,36,1256,0.570859,0.420382
5,1.e4 c5 2.Nf3 Nc6 3.Nc3 e6 4.d4 cxd4,36,1408,0.561079,0.387784
5,1.e4 c5 2.Nf3 Nc6 3.Nc3 g6 4.d4 cxd4,36,1834,0.565703,0.385496
6,1.e4 c5 2.Nf3 Nc6 3.Nc3 g6 4.d4 cxd4 5.Nxd4 Bg7,47,1831,0.565264,0.385581
7,1.e4 c5 2.Nf3 Nc6 3.Nc3 g6 4.d4 cxd4 5.Nxd4 Bg7 6.Be3 Nf6,57,1372,0.562317,0.387026
5,1.e4 c6 2.c4 d5 3.cxd5 cxd5 4.exd5 Nf6,38,1274,0.561616,0.372841
5,1.e4 c6 2.c4 d5 3.exd5 cxd5 4.cxd5 Nf6,38,1426,0.510869,0.420056
5,1.e4 c6 2.d3 d5 3.Nd2 e5 4.Ngf3 Bd6,35,1048,0.511927,0.376908
5,1.e4 c6 2.d4 d5 3.e5 Bf5 4.h4 h5,32,3504,0.561358,0.290525
6,1.e4 c6 2.d4 d5 3.e5 Bf5 4.h4 h5 5.Bd3 Bxd3,43,1882,0.555791,0.300743
7,1.e4 c6 2.d4 d5 3.e5 Bf5 4.h4 h5 5.Bd3 Bxd3 6.Qxd3 Qa5+,55,1037,0.525554,0.318225
6,1.e4 c6 2.d4 d5 3.e5 Bf5 4.h4 h5 5.c4 e6,40,1157,0.566551,0.280898
5,1.e4 c6 2.d4 d5 3.e5 Bf5 4.Nc3 e6,33,1557,0.5,0.265253
6,1.e4 c6 2.d4 d5 3.e5 Bf5 4.Nc3 e6 5.g4 Bg6,42,1505,0.501661,0.26578
5,1.e4 c6 2.d4 d5 3.e5 Bf5 4.Nd2 e6,33,1865,0.545308,0.344235
6,1.e4 c6 2.d4 d5 3.e5 Bf5 4.Nd2 e6 5.Nb3 Nd7,43,1433,0.546406,0.350314
5,1.e4 c6 2.d4 d5 3.e5 Bf5 4.Nf3 e6,33,8809,0.553127,0.344079
6,1.e4 c6 2.d4 d5 3.e5 Bf5 4.Nf3 e6 5.Be2 c5,42,2171,0.563334,0.385076
6,1.e4 c6 2.d4 d5 3.e5 Bf5 4.Nf3 e6 5.Be2 Nd7,43,3076,0.562256,0.333875
6,1.e4 c6 2.d4 d5 3.e5 Bf5 4.Nf3 e6 5.Be2 Ne7,43,2389,0.537254,0.315194
5,1.e4 c6 2.d4 d5 3.e5 c5 4.dxc5 e6,33,2378,0.538687,0.275862
5,1.e4 c6 2.d4 d5 3.e5 c5 4.dxc5 Nc6,34,1239,0.566585,0.288942
5,1.e4 c6 2.d4 d5 3.exd5 cxd5 4.Bd3 Nc6,37,5465,0.515827,0.381701
6,1.e4 c6 2.d4 d5 3.exd5 cxd5 4.Bd3 Nc6 5.c3 Nf6,46,2876,0.52799,0.42107
7,1.e4 c6 2.d4 d5 3.exd5 cxd5 4.Bd3 Nc6 5.c3 Nf6 6.Bf4 Bg4,56,1342,0.519374,0.447093
6,1.e4 c6 2.d4 d5 3.exd5 cxd5 4.Bd3 Nc6 5.c3 Qc7,46,1747,0.499713,0.317115
5,1.e4 c6 2.d4 d5 3.exd5 cxd5 4.Bd3 Nf6,37,1129,0.511514,0.31798
5,1.e4 c6 2.d4 d5 3.exd5 cxd5 4.c4 Nf6,36,8822,0.526524,0.441169
6,1.e4 c6 2.d4 d5 3.exd5 cxd5 4.c4 Nf6 5.Nc3 e6,45,4095,0.534798,0.438583
7,1.e4 c6 2.d4 d5 3.exd5 cxd5 4.c4 Nf6 5.Nc3 e6 6.Nf3 Bb4,55,2287,0.518801,0.461303
8,1.e4 c6 2.d4 d5 3.exd5 cxd5 4.c4 Nf6 5.Nc3 e6 6.Nf3 Bb4 7.cxd5 Nxd5,67,1358,0.527614,0.441089
7,1.e4 c6 2.d4 d5 3.exd5 cxd5 4.c4 Nf6 5.Nc3 e6 6.Nf3 Be7,55,1263,0.573238,0.421219
6,1.e4 c6 2.d4 d5 3.exd5 cxd5 4.c4 Nf6 5.Nc3 g6,45,1604,0.534289,0.40773
6,1.e4 c6 2.d4 d5 3.exd5 cxd5 4.c4 Nf6 5.Nc3 Nc6,46,2935,0.513287,0.467802
5,1.e4 c6 2.d4 d5 3.Nc3 dxe4 4.Nxe4 Bf5,37,9067,0.517701,0.485938
6,1.e4 c6 2.d4 d5 3.Nc3 dxe4 4.Nxe4 Bf5 5.Ng3 Bg6,47,8588,0.51799,0.487773
7,1.e4 c6 2.d4 d5 3.Nc3 dxe4 4.Nxe4 Bf5 5.Ng3 Bg6 6.h4 h6,55,5600,0.522142,0.486428
8,1.e4 c6 2.d4 d5 3.Nc3 dxe4 4.Nxe4 Bf5 5.Ng3 Bg6 6.h4 h6 7.Nf3 Nd7,65,3842,0.531233,0.510671
9,1.e4 c6 2.d4 d5 3.Nc3 dxe4 4.Nxe4 Bf5 5.Ng3 Bg6 6.h4 h6 7.Nf3 Nd7 8.h5 Bh7,74,3657,0.533634,0.510527
10,1.e4 c6 2.d4 d5 3.Nc3 dxe4 4.Nxe4 Bf5 5.Ng3 Bg6 6.h4 h6 7.Nf3 Nd7 8.h5 Bh7 9.Bd3 Bxd3,85,3635,0.533149,0.511141
11,1.e4 c6 2.d4 d5 3.Nc3 dxe4 4.Nxe4 Bf5 5.Ng3 Bg6 6.h4 h6 7.Nf3 Nd7 8.h5 Bh7 9.Bd3 Bxd3 10.Qxd3 e6,96,2782,0.527498,0.499281
12,1.e4 c6 2.d4 d5 3.Nc3 dxe4 4.Nxe4 Bf5 5.Ng3 Bg6 6.h4 h6 7.Nf3 Nd7 8.h5 Bh7 9.Bd3 Bxd3 10.Qxd3 e6 11.Bd2 Ngf6,108,1408,0.530894,0.47088
13,1.e4 c6 2.d4 d5 3.Nc3 dxe4 4.Nxe4 Bf5 5.Ng3 Bg6 6.h4 h6 7.Nf3 Nd7 8.h5 Bh7 9.Bd3 Bxd3 10.Qxd3 e6 11.Bd2 Ngf6 12.0-0-0 Be7,121,1094,0.524223,0.454296
7,1.e4 c6 2.d4 d5 3.Nc3 dxe4 4.Nxe4 Bf5 5.Ng3 Bg6 6.Nf3 Nd7,57,1111,0.50855,0.558055
5,1.e4 c6 2.d4 d5 3.Nc3 dxe4 4.Nxe4 Nd7,37,3359,0.54793,0.486156
6,1.e4 c6 2.d4 d5 3.Nc3 dxe4 4.Nxe4 Nd7 5.Nf3 Ngf6,48,1152,0.523003,0.565104
5,1.e4 c6 2.d4 d5 3.Nc3 dxe4 4.Nxe4 Nf6,37,4153,0.529376,0.337346
6,1.e4 c6 2.d4 d5 3.Nc3 dxe4 4.Nxe4 Nf6 5.Nxf6+ exf6,50,2817,0.519524,0.340433
7,1.e4 c6 2.d4 d5 3.Nc3 dxe4 4.Nxe4 Nf6 5.Nxf6+ exf6 6.c3 Bd6,59,1769,0.52572,0.31091
8,1.e4 c6 2.d4 d5 3.Nc3 dxe4 4.Nxe4 Nf6 5.Nxf6+ exf6 6.c3 Bd6 7.Bd3 0-0,69,1526,0.526867,0.310615
6,1.e4 c6 2.d4 d5 3.Nc3 dxe4 4.Nxe4 Nf6 5.Nxf6+ gxf6,50,1019,0.56526,0.35525
5,1.e4 c6 2.d4 d5 3.Nd2 dxe4 4.Nxe4 Bf5,37,5230,0.534703,0.492734
6,1.e4 c6 2.d4 d5 3.Nd2 dxe4 4.Nxe4 Bf5 5.Ng3 Bg6,47,4879,0.530231,0.491494
7,1.e4 c6 2.d4 d5 3.Nd2 dxe4 4.Nxe4 Bf5 5.Ng3 Bg6 6.h4 h6,55,3175,0.538267,0.48
8,1.e4 c6 2.d4 d5 3.Nd2 dxe4 4.Nxe4 Bf5 5.Ng3 Bg6 6.h4 h6 7.Nf3 Nd7,65,2116,0.544659,0.492911
9,1.e4 c6 2.d4 d5 3.Nd2 dxe4 4.Nxe4 Bf5 5.Ng3 Bg6 6.h4 h6 7.Nf3 Nd7 8.h5 Bh7,74,2022,0.545499,0.492581
10,1.e4 c6 2.d4 d5 3.Nd2 dxe4 4.Nxe4 Bf5 5.Ng3 Bg6 6.h4 h6 7.Nf3 Nd7 8.h5 Bh7 9.Bd3 Bxd3,85,2005,0.546384,0.492269
11,1.e4 c6 2.d4 d5 3.Nd2 dxe4 4.Nxe4 Bf5 5.Ng3 Bg6 6.h4 h6 7.Nf3 Nd7 8.h5 Bh7 9.Bd3 Bxd3 10.Qxd3 e6,96,1444,0.531855,0.477839
5,1.e4 c6 2.d4 d5 3.Nd2 dxe4 4.Nxe4 Nd7,37,2490,0.562449,0.470281
5,1.e4 c6 2.d4 d5 3.Nd2 dxe4 4.Nxe4 Nf6,37,2454,0.542176,0.36634
6,1.e4 c6 2.d4 d5 3.Nd2 dxe4 4.Nxe4 Nf6 5.Nxf6+ exf6,50,1616,0.520111,0.373143
7,1.e4 c6 2.d4 d5 3.Nd2 dxe4 4.Nxe4 Nf6 5.Nxf6+ exf6 6.c3 Bd6,59,1064,0.511278,0.334586
5,1.e4 c6 2.Nc3 d5 3.Nf3 Bg4 4.h3 Bxf3,36,2817,0.514022,0.404685
6,1.e4 c6 2.Nc3 d5 3.Nf3 Bg4 4.h3 Bxf3 5.Qxf3 e6,46,2044,0.514921,0.405577
5,1.e4 c6 2.Nc3 d5 3.Nf3 dxe4 4.Nxe4 Nf6,38,1864,0.521727,0.328862
5,1.e4 c6 2.Nf3 d5 3.Nc3 Bg4 4.h3 Bxf3,36,1352,0.524408,0.366863
6,1.e4 c6 2.Nf3 d5 3.Nc3 Bg4 4.h3 Bxf3 5.Qxf3 e6,46,1066,0.528142,0.371482
5,1.e4 c6 2.Nf3 d5 3.Nc3 dxe4 4.Nxe4 Nf6,38,1212,0.540016,0.311056
5,1.e4 d5 2.exd5 Qxd5 3.Nc3 Qa5 4.d4 c6,37,1348,0.567136,0.396884
5,1.e4 d5 2.exd5 Qxd5 3.Nc3 Qa5 4.d4 Nf6,38,4620,0.551623,0.34567
6,1.e4 d5 2.exd5 Qxd5 3.Nc3 Qa5 4.d4 Nf6 5.Nf3 c6,47,1182,0.555837,0.411167
5,1.e4 d5 2.exd5 Qxd5 3.Nc3 Qd6 4.d4 Nf6,38,4153,0.551288,0.400433
6,1.e4 d5 2.exd5 Qxd5 3.Nc3 Qd6 4.d4 Nf6 5.Nf3 a6,47,1118,0.573345,0.391771
6,1.e4 d5 2.exd5 Qxd5 3.Nc3 Qd6 4.d4 Nf6 5.Nf3 c6,47,1201,0.543297,0.437135
5,1.e4 d5 2.exd5 Qxd5 3.Nc3 Qd8 4.d4 Nf6,38,1186,0.561129,0.381956
5,1.e4 d6 2.d4 Nf6 3.Nc3 c6 4.f4 Qa5,34,1041,0.618635,0.299711
5,1.e4 d6 2.d4 Nf6 3.Nc3 e5 4.dxe5 dxe5,37,2280,0.498245,0.500877
6,1.e4 d6 2.d4 Nf6 3.Nc3 e5 4.dxe5 dxe5 5.Qxd8+ Kxd8,50,2257,0.498227,0.496677
5,1.e4 d6 2.d4 Nf6 3.Nc3 e5 4.Nf3 Nbd7,36,7699,0.563644,0.367969
6,1.e4 d6 2.d4 Nf6 3.Nc3 e5 4.Nf3 Nbd7 5.Bc4 Be7,46,6156,0.566439,0.392137
7,1.e4 d6 2.d4 Nf6 3.Nc3 e5 4.Nf3 Nbd7 5.Bc4 Be7 6.0-0 0-0,56,4771,0.569063,0.404946
8,1.e4 d6 2.d4 Nf6 3.Nc3 e5 4.Nf3 Nbd7 5.Bc4 Be7 6.0-0 0-0 7.a4 c6,64,1119,0.585344,0.353887
8,1.e4 d6 2.d4 Nf6 3.Nc3 e5 4.Nf3 Nbd7 5.Bc4 Be7 6.0-0 0-0 7.Re1 c6,65,2255,0.570953,0.434146
5,1.e4 d6 2.d4 Nf6 3.Nc3 g6 4.Be3 c6,34,1699,0.604178,0.299587
5,1.e4 d6 2.d4 Nf6 3.Nc3 g6 4.f4 Bg7,34,3737,0.558201,0.386941
6,1.e4 d6 2.d4 Nf6 3.Nc3 g6 4.f4 Bg7 5.Nf3 0-0,44,2175,0.553103,0.345747
6,1.e4 d6 2.d4 Nf6 3.Nc3 g6 4.f4 Bg7 5.Nf3 c5,43,1203,0.567747,0.472152
5,1.e4 d6 2.d4 Nf6 3.Nc3 g6 4.g3 Bg7,34,1163,0.549441,0.407566
6,1.e4 d6 2.d4 Nf6 3.Nc3 g6 4.g3 Bg7 5.Bg2 0-0,44,1106,0.547468,0.411392
5,1.e4 d6 2.d4 Nf6 3.Nc3 g6 4.Nf3 Bg7,35,3307,0.548986,0.444814
6,1.e4 d6 2.d4 Nf6 3.Nc3 g6 4.Nf3 Bg7 5.Be2 0-0,45,1988,0.547786,0.488933
5,1.e4 d6 2.d4 Nf6 3.Nc3 Nbd7 4.Nf3 e5,36,1180,0.526694,0.319491
5,1.e4 e5 2.Bc4 Nf6 3.d3 c6 4.Nf3 d5,34,1387,0.5447,0.401586
5,1.e4 e5 2.Nf3 d6 3.d4 exd4 4.Nxd4 Nf6,37,2604,0.548771,0.347158
6,1.e4 e5 2.Nf3 d6 3.d4 exd4 4.Nxd4 Nf6 5.Nc3 Be7,47,2337,0.553059,0.35216
5,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 d6,35,5816,0.540491,0.370873
6,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 d6 5.0-0 Bd7,45,1720,0.54593,0.360465
6,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 d6 5.c3 Bd7,44,1248,0.552483,0.385416
5,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6,36,68238,0.55206,0.45032
6,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.0-0 b5,45,8833,0.553775,0.410392
7,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.0-0 b5 6.Bb3 Bb7,55,2837,0.552696,0.379273
7,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.0-0 b5 6.Bb3 Bc5,55,4107,0.546627,0.400292
8,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.0-0 b5 6.Bb3 Bc5 7.a4 Rb8,64,1283,0.577162,0.451286
8,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.0-0 b5 6.Bb3 Bc5 7.c3 d6,63,1659,0.528631,0.366485
9,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.0-0 b5 6.Bb3 Bc5 7.c3 d6 8.d4 Bb6,72,1023,0.522971,0.359726
7,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.0-0 b5 6.Bb3 Be7,55,1749,0.571183,0.476843
6,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.0-0 Bc5,46,1796,0.520879,0.41481
7,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.0-0 Bc5 6.c3 b5,54,1066,0.53424,0.428705
6,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.0-0 Be7,46,40211,0.555022,0.479719
7,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.0-0 Be7 6.Bxc6 dxc6,58,1990,0.53819,0.476381
8,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.0-0 Be7 6.Bxc6 dxc6 7.d3 Nd7,67,1048,0.534351,0.51145
7,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.0-0 Be7 6.d3 b5,54,3441,0.569601,0.436501
8,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.0-0 Be7 6.d3 b5 7.Bb3 d6,63,2776,0.570785,0.439841
7,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.0-0 Be7 6.d3 d6,54,1148,0.55662,0.430313
7,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.0-0 Be7 6.Re1 b5,55,31886,0.555212,0.488521
8,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.0-0 Be7 6.Re1 b5 7.Bb3 0-0,65,10752,0.549944,0.468936
9,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.0-0 Be7 6.Re1 b5 7.Bb3 0-0 8.a4 b4,73,1202,0.558652,0.426788
9,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.0-0 Be7 6.Re1 b5 7.Bb3 0-0 8.a4 Bb7,74,1339,0.557132,0.433159
9,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.0-0 Be7 6.Re1 b5 7.Bb3 0-0 8.c3 d5,73,1781,0.524424,0.509825
10,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.0-0 Be7 6.Re1 b5 7.Bb3 0-0 8.c3 d5 9.exd5 Nxd5,85,1554,0.518661,0.525096
11,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.0-0 Be7 6.Re1 b5 7.Bb3 0-0 8.c3 d5 9.exd5 Nxd5 10.Nxe5 Nxe5,98,1504,0.521941,0.522606
12,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.0-0 Be7 6.Re1 b5 7.Bb3 0-0 8.c3 d5 9.exd5 Nxd5 10.Nxe5 Nxe5 11.Rxe5 c6,109,1362,0.519089,0.527165
9,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.0-0 Be7 6.Re1 b5 7.Bb3 0-0 8.c3 d6,73,2083,0.548247,0.573211
9,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.0-0 Be7 6.Re1 b5 7.Bb3 0-0 8.h3 Bb7,74,1530,0.563398,0.435294
8,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.0-0 Be7 6.Re1 b5 7.Bb3 d6,64,20950,0.557971,0.497899
9,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.0-0 Be7 6.Re1 b5 7.Bb3 d6 8.c3 0-0,73,19589,0.558604,0.499821
10,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.0-0 Be7 6.Re1 b5 7.Bb3 d6 8.c3 0-0 9.d4 Bg4,82,2122,0.555372,0.405749
10,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.0-0 Be7 6.Re1 b5 7.Bb3 d6 8.c3 0-0 9.h3 Bb7,82,4028,0.547418,0.585402
11,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.0-0 Be7 6.Re1 b5 7.Bb3 d6 8.c3 0-0 9.h3 Bb7 10.d4 Re8,92,3461,0.546662,0.60965
12,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.0-0 Be7 6.Re1 b5 7.Bb3 d6 8.c3 0-0 9.h3 Bb7 10.d4 Re8 11.Nbd2 Bf8,104,1430,0.588461,0.40909
12,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.0-0 Be7 6.Re1 b5 7.Bb3 d6 8.c3 0-0 9.h3 Bb7 10.d4 Re8 11.Ng5 Rf8,103,1591,0.502199,0.81961
13,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.0-0 Be7 6.Re1 b5 7.Bb3 d6 8.c3 0-0 9.h3 Bb7 10.d4 Re8 11.Ng5 Rf8 12.Nf3 Re8,114,1336,0.511601,0.840568
10,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.0-0 Be7 6.Re1 b5 7.Bb3 d6 8.c3 0-0 9.h3 Na5,82,5547,0.56508,0.477555
11,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.0-0 Be7 6.Re1 b5 7.Bb3 d6 8.c3 0-0 9.h3 Na5 10.Bc2 c5,92,5285,0.566887,0.47455
12,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.0-0 Be7 6.Re1 b5 7.Bb3 d6 8.c3 0-0 9.h3 Na5 10.Bc2 c5 11.d4 Nd7,102,1200,0.559166,0.431666
12,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.0-0 Be7 6.Re1 b5 7.Bb3 d6 8.c3 0-0 9.h3 Na5 10.Bc2 c5 11.d4 Qc7,102,3272,0.571515,0.471882
